List File,2.lst
Start Time,2016-12-24  13:10:34
Sampling Time,44 sec

Count,8535
Particles / ml,503997

Efficiency,7.6%
PPUI,18.12

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),104.77,19.60,2354.30,73.26,69.92
Aspect Ratio,0.73,0.19,1.00,0.13,18.37
Ch1 Peak,0.00,0.00,0.00,0.00,0.00
Circle Fit,0.66,0.00,0.92,0.13,20.42
Circularity (Hu),0.88,0.23,0.99,0.10,11.38
Compactness,2.04,1.00,11.10,0.93,45.76
Diameter (ABD),11.09,5.00,54.75,3.24,29.22
Diameter (ESD),13.22,5.31,76.78,3.93,29.76
Elongation,4.07,1.00,32.84,3.07,75.48
Geodesic Aspect Ratio,0.35,0.03,1.00,0.20,55.95
Geodesic Length,23.66,5.89,274.96,11.82,49.97
Geodesic Thickness,6.77,1.65,15.99,1.97,29.02
Image Height,37.64,17.00,180.00,8.48,22.53
Image Width,38.26,17.00,122.00,7.72,20.19
Intensity,161.45,79.54,219.85,14.17,8.78
Length,15.54,5.76,92.80,4.76,30.59
Perimeter,60.86,23.55,571.69,23.04,37.86
Roughness,1.32,1.03,4.08,0.24,17.96
Sigma Intensity,40.47,3.76,60.73,8.94,22.09
Sum Intensity,81055.74,13283.00,1.25e+006,44603.45,55.03
Transparency,0.16,0.05,0.57,0.06,40.10
Volume (ABD),924.89,65.29,85932.51,1471.38,159.09
Width,10.32,1.93,46.84,3.29,31.90

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,13,0.15,0.01,768,0.08
6-7um,59,0.69,0.06,3484,0.51
7-8um,133,1.56,0.22,7854,1.80
8-9um,389,4.56,0.94,22971,7.60
0-5um,0,0.00,0.00,0.00,0.00
5-10um,1471,17.23,4.15,86863,34
10-15um,4847,56.79,35.50,286218,287
15-20um,1820,21.32,33.93,107472,275
20-25um,248,2.91,10.04,14645,81
25-30um,80,0.94,6.04,4724,49
30-35um,21,0.25,2.63,1240,21
35-40um,10,0.12,2.03,591,16
40-45um,7,0.08,2.05,413,17
45-50um,4,0.05,1.60,236,13
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,1,0.01,1.73,59,14
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,867,10.16,2.90,51197,23
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

